Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjects,subjectTerms,FindACopy,Database
"Business News: Smithfield Targets Carbon --- Pork producer aims to cut costs, boost its brand with voluntary move to trim emissions","  Smithfield estimates it emits about 17 million metric tons of carbon dioxide annually, nearly as much as five coal-fired power plants.",1845684429,Newspapers,"Bunge, Jacob",," WH Group Ltd
311611
311612 , Smithfield Foods Inc
311611
311612"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Dec 5, 2016",0099-9660, English, English, B.5," New York, N.Y.","Dec 5, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1845684429?accountid=14902, B.5,," Emissions , Carbon , Industrial plant emissions , Meat processing , United States--US",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Business+News%3A+Smithfield+Targets+Carbon+---+Pork+producer+aims+to+cut+costs%2C+boost+its+brand+with+voluntary+move+to+trim+emissions&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-12-05&amp;volume=&amp;issue=&amp;spage=B.5&amp;au=Bunge%2C+Jacob&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Trump's Charm of Not Being Obama,"  The plant, known as Shell Appalachia, will generate 6,000 construction jobs for several years, plus 600 full-time plant jobs, plus thousands more jobs indirectly for companies that make plastics, steel pipe, sound proofing for gas compressors, pickup trucks, housing etc., etc.\n",1845367445,Newspapers,"Jenkins, Holman W, Jr",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Dec 3, 2016",0099-9660, English, English, A.11," New York, N.Y.","Dec 3, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1845367445?accountid=14902, A.11,," Natural gas , Infrastructure , Steel pipes , Energy industry , Employment , Job creation , Trump, Donald J , Obama, Barack",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Trump%27s+Charm+of+Not+Being+Obama&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-12-03&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=Jenkins%2C+Holman+W%2C+Jr&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Business News: Canada Issues a Split Decision on Pipelines,"  Canadian Prime Minister Justin Trudeau turned down a proposed Enbridge Inc. pipeline to the West Coast that had become a flashpoint for protesters, while approving a less controversial expansion of a Kinder Morgan Inc. corridor that will boost oil-sands producers' access to export markets.",1844544531,Newspapers,"Vieira, Paul;Dawson, Chester",," Kinder Morgan Inc
486910
324110
211111
221210 , Enbridge Inc
486110"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Nov 30, 2016",0099-9660, English, English, B.3," New York, N.Y.","Nov 30, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1844544531?accountid=14902, B.3,," Pipelines , Oil sands , Canada , Trudeau, Justin",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Business+News%3A+Canada+Issues+a+Split+Decision+on+Pipelines&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-11-30&amp;volume=&amp;issue=&amp;spage=B.3&amp;au=Vieira%2C+Paul%3BDawson%2C+Chester&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
World News: Canada Aims to End Coal Power,"  Ms. McKenna, just back from a United Nations-sponsored climate-change conference in Morocco, said coal power in Canada currently represents close to 10% of greenhouse-gas emissions coming from four provinces --",1841959225,Newspapers,"Vieira, Paul;McKinnon, Judy",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Nov 22, 2016",0099-9660, English, English, A.7," New York, N.Y.","Nov 22, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1841959225?accountid=14902, A.7,," Carbon , Industrial plant emissions , Coal industry , Greenhouse effect , Environmental policy , Canada , McKenna, Catherine",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World+News%3A+Canada+Aims+to+End+Coal+Power&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-11-22&amp;volume=&amp;issue=&amp;spage=A.7&amp;au=Vieira%2C+Paul%3BMcKinnon%2C+Judy&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Green Elites, Trumped",  [...]the climate will be the last indicator to notice any transition from Barack Obama to Donald Trump. Honest warriors like Mr. Gates and retired NASA alarmist James Hansen insist real progress can't be made without nuclear. Because the Tom Steyers and Bill McKibbens would sacrifice the planet 10 times over rather than no longer be fawned over at green confabs.,1839479574,Newspapers,"Jenkins, Holman W, Jr",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Nov 16, 2016",0099-9660, English, English, A.19," New York, N.Y.","Nov 16, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1839479574?accountid=14902, A.19,," Climate change , Coal , Environmental policy , Trump, Donald J",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Green+Elites%2C+Trumped&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-11-16&amp;volume=&amp;issue=&amp;spage=A.19&amp;au=Jenkins%2C+Holman+W%2C+Jr&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Election Sparks Gas Worry --- Fear grows that Trump's trade stand could hurt flow of fuel to Mexico, pressuring prices",  Domestic demand has risen as U.S. power producers switched from coal to cleaner-burning natural gas -- in part to comply with environmental regulations -- and the first shipments of liquefied natural gas were shipped overseas from a new Gulf Coast terminal this year.,1838935607,Newspapers,"Dezember, Ryan;Whelan, Robbie",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Nov 15, 2016",0099-9660, English, English, B.18," New York, N.Y.","Nov 15, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1838935607?accountid=14902, B.18,," Natural gas , Energy industry , United States--US , Mexico , Trump, Donald J",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Election+Sparks+Gas+Worry+---+Fear+grows+that+Trump%27s+trade+stand+could+hurt+flow+of+fuel+to+Mexico%2C+pressuring+prices&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-11-15&amp;volume=&amp;issue=&amp;spage=B.18&amp;au=Dezember%2C+Ryan%3BWhelan%2C+Robbie&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Big Issues in Energy (A Special Report) --- The Experts: Insights on Climate Change and Carbon Pricing,"  If we use the federal government's estimate of the combined social cost of carbon pollution and apply it to the typical U.S. household's electricity consumption on today's national grid mix, the average household faces damages of almost $20 per month. [...]carbon-pricing enthusiasts may be overexcited about the power of prices to ameliorate the nation's carbon problem.",1838664920,Newspapers,Anonymous,,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Nov 14, 2016",0099-9660, English, English, R.8," New York, N.Y.","Nov 14, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1838664920?accountid=14902, R.8,," Carbon , Series & special reports , Climate change , Energy policy , United States--US",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Big+Issues+in+Energy+%28A+Special+Report%29+---+The+Experts%3A+Insights+on+Climate+Change+and+Carbon+Pricing&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-11-14&amp;volume=&amp;issue=&amp;spage=R.8&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Big Issues in Energy (A Special Report) --- Is Nuclear Power Vital to Hitting Emissions Targets?,"  With all that, some experts say nuclear plants are the best way to transition to a low-carbon future until the price of renewable energy drops further. Nuclear plants' output helps to keep electricity prices lower than they would otherwise be, and premature loss of safely operating nuclear plants would leave the nation's electric-resource mix much less diverse, with much higher costs and much higher carbon emissions.",1838662904,Newspapers,Anonymous,,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Nov 14, 2016",0099-9660, English, English, R.1," New York, N.Y.","Nov 14, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1838662904?accountid=14902, R.1,," Industrial plant emissions , Alternative energy , Series & special reports , Nuclear power plants , Emissions control , United States--US",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Big+Issues+in+Energy+%28A+Special+Report%29+---+Is+Nuclear+Power+Vital+to+Hitting+Emissions+Targets%3F&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-11-14&amp;volume=&amp;issue=&amp;spage=R.1&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Big Issues in Energy (A Special Report) --- What's the Best Way to Finance New Energy Tech?,"  To explore the challenge of financing new energy technologies, we spoke with Severin Borenstein, E.T. Grether chair in business administration and public policy at the University of California at Berkeley's Haas School of Business; Jim Rogers, former chairman and chief executive of Duke Energy Corp.; and Jesse Pichel, managing director at Roth Capital Partners in New York. [...]many of the new strategic investors are from China, who are increasingly putting money to work, especially if there is an application in China.",1838662868,Newspapers,"Sweet, Cassandra",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Interview," Nov 14, 2016",0099-9660, English, English, R.5," New York, N.Y.","Nov 14, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1838662868?accountid=14902, R.5,," Entrepreneurial finance , Series & special reports , Energy industry , Clean technology , Borenstein, Severin , Rogers, Jim , Pichel, Jesse",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Big+Issues+in+Energy+%28A+Special+Report%29+---+What%27s+the+Best+Way+to+Finance+New+Energy+Tech%3F&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-11-14&amp;volume=&amp;issue=&amp;spage=R.5&amp;au=Sweet%2C+Cassandra&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Trump Victory Shakes Businesses --- President-elect's stance on trade, infrastructure and taxes reshapes firms' prospects","  Mr. Trump has promised to spend $1 trillion on infrastructure projects, a position that was applauded by Caterpillar Inc. The President-elect has pledged to cut corporate tax rates and boost infrastructure spending, but has criticized the North American Free Trade Agreement and the Trans-Pacific Partnership, a trade pact to lower or eliminate tariffs between the U.S.\n",1837555469,Newspapers,"Mann, Ted;Olson, Bradley;Tangel, Andrew",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Nov 10, 2016",0099-9660, English, English, B.1," New York, N.Y.","Nov 10, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1837555469?accountid=14902, B.1,," Presidential elections , Business community , International trade , United States--US , Trump, Donald J",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Trump+Victory+Shakes+Businesses+---+President-elect%27s+stance+on+trade%2C+infrastructure+and+taxes+reshapes+firms%27+prospects&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-11-10&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Mann%2C+Ted%3BOlson%2C+Bradley%3BTangel%2C+Andrew&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Trump's Victory: Energy, Climate Set for New Tack",  Other regulations Mr. Trump's administration will likely reconsider include two that have been blocked for now by federal courts: an Interior Department rule setting standards for hydraulic fracturing for oil and gas wells on public lands; and an Environmental Protection Agency provision bringing more small waterways and wetlands under federal protection.,1837531146,Newspapers,"Harder, Amy",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", News," Nov 10, 2016",0099-9660, English, English, A.6," New York, N.Y.","Nov 10, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1837531146?accountid=14902, A.6,," Environmental policy , Federal regulation , Energy policy , Trump, Donald J",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Trump%27s+Victory%3A+Energy%2C+Climate+Set+for+New+Tack&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-11-10&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Harder%2C+Amy&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Green Elites Face Trump Threat,"  Yet last week he estimated that even if electric vehicles accounted for half of global auto sales (currently EVs account for less than 1%), oil consumption would nevertheless continue to rise because the ""demand growth is not coming from cars, it's from trucks, aviation and the petrochemical industry and we don't have major alternatives to oil products there.""",1837156574,Newspapers,"Jenkins, Holman W, Jr",," International Energy Agency
926130
928120
541720"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission.", Commentary," Nov 9, 2016",0099-9660, English, English, A.17," New York, N.Y.","Nov 9, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1837156574?accountid=14902, A.17,," Presidential elections , Energy policy , Clinton, Hillary , Trump, Donald J",https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Green+Elites+Face+Trump+Threat&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-11-09&amp;volume=&amp;issue=&amp;spage=A.17&amp;au=Jenkins%2C+Holman+W%2C+Jr&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
